,initial_possession
Neal Maupay,15
Ezequiel Schelotto,0
Mathew Ryan,24
David Button,0
Alexis Mac Allister,4
Adam Webster,34
Solly March,23
Lewis Dunk,35
Alex Cochrane,0
Aaron Mooy,10
Jürgen Locadia,0
Aaron Connolly,0
Martín Montoya,9
Bernardo,0
Steven Alzate,0
Davy Pröpper,21
Leandro Trossard,14
Tudor Baluta,0
Leon Balogun,0
Gaëtan Bong,0
Pascal Groß,3
Dan Burn,39
Alireza Jahanbakhsh,0
Shane Duffy,0
Florin Andone,0
Dale Stephens,28
Glenn Murray,7
Tariq Lamptey,27
Yves Bissouma,12
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
