,initial_possession
Neal Maupay,4
Ezequiel Schelotto,0
Mathew Ryan,22
David Button,0
Alexis Mac Allister,0
Adam Webster,23
Solly March,0
Lewis Dunk,19
Alex Cochrane,0
Aaron Mooy,14
Jürgen Locadia,0
Aaron Connolly,11
Martín Montoya,19
Bernardo,26
Steven Alzate,0
Davy Pröpper,14
Leandro Trossard,3
Tudor Baluta,0
Leon Balogun,0
Gaëtan Bong,0
Pascal Groß,12
Dan Burn,2
Alireza Jahanbakhsh,5
Shane Duffy,0
Florin Andone,0
Dale Stephens,11
Glenn Murray,0
Tariq Lamptey,8
Yves Bissouma,25
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
