,initial_possession
Adrián,21
Georginio Wijnaldum,14
Mohamed Salah,11
Adam Lallana,0
Dejan Lovren,0
Rhian Brewster,0
Alisson Becker,0
Caoimhín Kelleher,0
Ki-Jana Hoever,0
Fabinho,31
Andy Lonergan,0
Takumi Minamino,0
Andy Robertson,23
Joe Gomez,0
Curtis Jones,0
Joël Matip,33
Virgil van Dijk,47
Xherdan Shaqiri,0
Neco Williams,0
Roberto Firmino,25
Harvey Elliott,0
Sadio Mané,20
Divock Origi,2
Naby Keïta,0
Nathaniel Phillips,0
Jordan Henderson,16
Trent Alexander-Arnold,34
Alex Oxlade-Chamberlain,6
James Milner,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
