,initial_possession
Adrián,5
Georginio Wijnaldum,17
Mohamed Salah,15
Adam Lallana,0
Dejan Lovren,0
Rhian Brewster,0
Alisson Becker,8
Caoimhín Kelleher,0
Ki-Jana Hoever,0
Fabinho,30
Andy Lonergan,0
Takumi Minamino,0
Andy Robertson,29
Joe Gomez,28
Curtis Jones,0
Joël Matip,0
Virgil van Dijk,29
Xherdan Shaqiri,0
Neco Williams,0
Roberto Firmino,20
Harvey Elliott,0
Sadio Mané,3
Divock Origi,9
Naby Keïta,0
Nathaniel Phillips,0
Jordan Henderson,31
Trent Alexander-Arnold,37
Alex Oxlade-Chamberlain,0
James Milner,1
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
