,initial_possession
Adrián,10
Georginio Wijnaldum,17
Mohamed Salah,20
Adam Lallana,0
Dejan Lovren,27
Rhian Brewster,0
Alisson Becker,0
Caoimhín Kelleher,0
Ki-Jana Hoever,0
Fabinho,36
Andy Lonergan,0
Takumi Minamino,0
Andy Robertson,31
Joe Gomez,0
Curtis Jones,0
Joël Matip,0
Virgil van Dijk,35
Xherdan Shaqiri,0
Neco Williams,0
Roberto Firmino,11
Harvey Elliott,0
Sadio Mané,27
Divock Origi,5
Naby Keïta,0
Nathaniel Phillips,0
Jordan Henderson,2
Trent Alexander-Arnold,57
Alex Oxlade-Chamberlain,0
James Milner,30
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
