,Georginio Wijnaldum,Mohamed Salah,Adam Lallana,Dejan Lovren,Alisson Becker,Simon Mignolet,Fabinho,Andy Robertson,Joe Gomez,Curtis Jones,Joël Matip,Virgil van Dijk,Rafael Camacho,Nathaniel Clyne,Xherdan Shaqiri,Roberto Firmino,Sadio Mané,Daniel Sturridge,Divock Origi,Naby Keïta,Jordan Henderson,Trent Alexander-Arnold,Alex Oxlade-Chamberlain,James Milner,Loris Karius,Alberto Moreno,Successful,Unsuccessful,Unsuccessful Pass
Georginio Wijnaldum,0,3,0,6,1,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,6,11,0,0,0,0,0,1,7
Mohamed Salah,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,3,0,0,0,0,2,0,0,0,0,0,1,6
Adam Lallana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dejan Lovren,3,1,0,0,18,0,3,0,0,0,0,8,0,0,2,1,1,0,0,0,8,16,0,1,0,0,0,0,17
Alisson Becker,3,1,0,14,0,0,2,5,0,0,0,13,0,0,0,1,0,0,0,0,7,1,0,2,0,0,0,0,11
Simon Mignolet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabinho,2,0,0,2,0,0,0,5,0,0,0,3,0,0,1,1,1,0,0,0,6,3,0,0,0,0,0,0,7
Andy Robertson,2,3,0,0,2,0,6,0,0,0,0,10,0,0,2,6,5,0,0,0,6,1,0,6,0,0,0,0,14
Joe Gomez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curtis Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joël Matip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virgil van Dijk,1,1,0,13,12,0,4,7,0,0,0,0,0,0,1,1,0,0,0,0,4,3,0,2,0,0,0,0,11
Rafael Camacho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathaniel Clyne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xherdan Shaqiri,0,0,0,2,0,0,1,2,0,0,0,3,0,0,0,1,0,0,0,0,2,5,0,0,0,0,0,0,4
Roberto Firmino,4,2,0,0,0,0,2,3,0,0,0,0,0,0,1,0,5,0,0,0,3,1,0,1,0,0,1,1,10
Sadio Mané,2,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,4,0,0,0,2,4
Daniel Sturridge,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Divock Origi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naby Keïta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Henderson,6,2,0,10,3,0,2,7,0,0,0,9,0,0,2,2,2,0,0,0,0,11,0,3,0,0,0,0,9
Trent Alexander-Arnold,6,5,0,12,4,0,8,4,0,0,0,0,0,0,6,3,5,1,0,0,8,0,0,4,0,0,0,1,26
Alex Oxlade-Chamberlain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Milner,1,5,0,1,0,0,0,5,0,0,0,2,0,0,0,3,3,0,0,0,3,2,0,0,0,0,0,0,8
Loris Karius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alberto Moreno,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Successful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsuccessful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsuccessful Pass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
