,initial_possession
Georginio Wijnaldum,18
Mohamed Salah,13
Adam Lallana,0
Dejan Lovren,0
Alisson Becker,13
Simon Mignolet,0
Fabinho,31
Andy Robertson,30
Joe Gomez,0
Curtis Jones,0
Joël Matip,0
Virgil van Dijk,30
Rafael Camacho,0
Nathaniel Clyne,0
Xherdan Shaqiri,8
Roberto Firmino,25
Sadio Mané,24
Daniel Sturridge,0
Divock Origi,0
Naby Keïta,0
Jordan Henderson,24
Trent Alexander-Arnold,19
Alex Oxlade-Chamberlain,0
James Milner,6
Loris Karius,0
Alberto Moreno,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
