,initial_possession
Georginio Wijnaldum,11
Mohamed Salah,15
Adam Lallana,0
Dejan Lovren,28
Alisson Becker,16
Simon Mignolet,0
Fabinho,10
Andy Robertson,28
Joe Gomez,0
Curtis Jones,0
Joël Matip,0
Virgil van Dijk,26
Rafael Camacho,0
Nathaniel Clyne,6
Xherdan Shaqiri,18
Roberto Firmino,13
Sadio Mané,13
Daniel Sturridge,3
Divock Origi,0
Naby Keïta,0
Jordan Henderson,27
Trent Alexander-Arnold,27
Alex Oxlade-Chamberlain,0
James Milner,0
Loris Karius,0
Alberto Moreno,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
