,initial_possession
Denis Suárez,0
Mesut Özil,4
Emile Smith Rowe,0
Granit Xhaka,17
Mohamed Elneny,0
Alex Iwobi,14
Konstantinos Mavropanos,0
Sokratis Papastathopoulos,0
Zech Medley,0
Emiliano Martínez,0
Shkodran Mustafi,0
Petr Cech,0
Alexandre Lacazette,10
Ainsley Maitland-Niles,13
Mattéo Guendouzi,21
Henrikh Mkhitaryan,22
Joe Willock,0
Stephan Lichtsteiner,24
Bukayo Saka,0
Aaron Ramsey,0
Carl Jenkinson,0
Pierre-Emerick Aubameyang,15
Héctor Bellerín,15
Eddie Nketiah,0
Laurent Koscielny,32
Sead Kolasinac,0
Bernd Leno,15
Lucas Torreira,30
Rob Holding,0
Danny Welbeck,0
Nacho Monreal,26
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
