,initial_possession
Georginio Wijnaldum,21
Mohamed Salah,18
Adam Lallana,0
Dejan Lovren,37
Alisson Becker,7
Simon Mignolet,0
Fabinho,0
Andy Robertson,21
Joe Gomez,1
Curtis Jones,0
Joël Matip,0
Virgil van Dijk,31
Rafael Camacho,0
Nathaniel Clyne,0
Xherdan Shaqiri,1
Roberto Firmino,0
Sadio Mané,10
Daniel Sturridge,9
Divock Origi,0
Naby Keïta,38
Jordan Henderson,18
Trent Alexander-Arnold,32
Alex Oxlade-Chamberlain,5
James Milner,0
Loris Karius,0
Alberto Moreno,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
