,initial_possession
Denis Suárez,0
Mesut Özil,10
Emile Smith Rowe,0
Granit Xhaka,36
Mohamed Elneny,0
Alex Iwobi,17
Konstantinos Mavropanos,0
Sokratis Papastathopoulos,23
Zech Medley,0
Emiliano Martínez,0
Shkodran Mustafi,43
Petr Cech,0
Alexandre Lacazette,8
Ainsley Maitland-Niles,0
Mattéo Guendouzi,9
Henrikh Mkhitaryan,21
Joe Willock,0
Stephan Lichtsteiner,0
Bukayo Saka,0
Aaron Ramsey,11
Carl Jenkinson,0
Pierre-Emerick Aubameyang,5
Héctor Bellerín,0
Eddie Nketiah,0
Laurent Koscielny,35
Sead Kolasinac,0
Bernd Leno,27
Lucas Torreira,13
Rob Holding,0
Danny Welbeck,0
Nacho Monreal,43
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
