,initial_possession
Ben White,0
Mathew Ryan,16
David Button,0
Jayson Molumby,0
Markus Suttner,0
Solly March,0
Bruno,0
Lewis Dunk,18
Anthony Knockaert,20
Jürgen Locadia,0
Jason Steele,0
Martín Montoya,36
Bernardo,46
Davy Pröpper,24
Leon Balogun,0
José Izquierdo,6
Gaëtan Bong,0
Viktor Gyökeres,0
Pascal Groß,0
Dan Burn,0
Alireza Jahanbakhsh,17
Shane Duffy,40
Florin Andone,5
Max Sanders,0
Dale Stephens,17
Beram Kayal,1
Glenn Murray,13
Yves Bissouma,23
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
