,Georginio Wijnaldum,Mohamed Salah,Adam Lallana,Dejan Lovren,Alisson Becker,Simon Mignolet,Fabinho,Andy Robertson,Joe Gomez,Curtis Jones,Joël Matip,Virgil van Dijk,Rafael Camacho,Nathaniel Clyne,Xherdan Shaqiri,Roberto Firmino,Sadio Mané,Daniel Sturridge,Divock Origi,Naby Keïta,Jordan Henderson,Trent Alexander-Arnold,Alex Oxlade-Chamberlain,James Milner,Loris Karius,Alberto Moreno,Successful,Unsuccessful,Unsuccessful Pass
Georginio Wijnaldum,0,4,0,0,1,0,2,6,0,0,4,3,0,0,0,0,1,0,3,0,0,11,0,5,0,0,0,1,6
Mohamed Salah,3,0,1,0,0,0,2,3,0,0,1,0,0,0,0,0,7,0,2,0,2,8,0,6,0,0,0,4,10
Adam Lallana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
Dejan Lovren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alisson Becker,1,0,0,0,0,0,0,2,0,0,5,9,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,8
Simon Mignolet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabinho,9,3,0,0,1,0,0,7,0,0,4,10,0,0,0,0,4,0,1,1,4,7,0,11,0,0,0,2,10
Andy Robertson,3,1,1,0,2,0,7,0,0,0,4,8,0,0,0,0,6,0,15,1,1,0,0,10,0,0,0,1,13
Joe Gomez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curtis Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joël Matip,2,4,0,0,6,0,6,2,0,0,0,8,0,0,0,0,0,0,0,0,3,17,0,6,0,0,0,0,5
Virgil van Dijk,4,1,0,0,4,0,6,13,0,0,14,0,0,0,0,0,1,0,2,2,1,6,0,6,0,0,2,0,7
Rafael Camacho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathaniel Clyne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xherdan Shaqiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Firmino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sadio Mané,2,4,0,0,0,0,6,1,0,0,2,2,0,0,0,0,0,0,4,0,1,3,0,4,0,0,2,2,6
Daniel Sturridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Divock Origi,3,3,1,0,0,0,3,9,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,3,0,0,1,3,8
Naby Keïta,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jordan Henderson,0,2,2,0,0,0,5,1,0,0,2,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2
Trent Alexander-Arnold,8,15,0,0,2,0,13,1,0,0,11,3,0,0,0,0,9,0,0,0,6,0,0,7,0,0,0,0,21
Alex Oxlade-Chamberlain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Milner,2,11,0,0,2,0,8,12,0,0,1,2,0,0,0,0,6,0,2,0,0,10,0,0,0,0,0,1,14
Loris Karius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alberto Moreno,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Successful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsuccessful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsuccessful Pass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
