,initial_possession
Georginio Wijnaldum,21
Mohamed Salah,11
Adam Lallana,0
Dejan Lovren,0
Alisson Becker,13
Simon Mignolet,0
Fabinho,2
Andy Robertson,22
Joe Gomez,4
Curtis Jones,0
Joël Matip,28
Virgil van Dijk,36
Rafael Camacho,0
Nathaniel Clyne,0
Xherdan Shaqiri,0
Roberto Firmino,16
Sadio Mané,12
Daniel Sturridge,0
Divock Origi,0
Naby Keïta,19
Jordan Henderson,28
Trent Alexander-Arnold,27
Alex Oxlade-Chamberlain,0
James Milner,8
Loris Karius,0
Alberto Moreno,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
