,initial_possession
Denis Suárez,2
Mesut Özil,0
Emile Smith Rowe,0
Granit Xhaka,0
Mohamed Elneny,8
Alex Iwobi,18
Konstantinos Mavropanos,0
Sokratis Papastathopoulos,0
Zech Medley,0
Emiliano Martínez,0
Shkodran Mustafi,37
Petr Cech,0
Alexandre Lacazette,15
Ainsley Maitland-Niles,52
Mattéo Guendouzi,19
Henrikh Mkhitaryan,19
Joe Willock,1
Stephan Lichtsteiner,0
Bukayo Saka,0
Aaron Ramsey,0
Carl Jenkinson,0
Pierre-Emerick Aubameyang,0
Héctor Bellerín,0
Eddie Nketiah,0
Laurent Koscielny,35
Sead Kolasinac,35
Bernd Leno,23
Lucas Torreira,13
Rob Holding,0
Danny Welbeck,0
Nacho Monreal,21
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
