,initial_possession
Denis Suárez,0
Mesut Özil,20
Emile Smith Rowe,0
Granit Xhaka,0
Mohamed Elneny,15
Alex Iwobi,15
Konstantinos Mavropanos,16
Sokratis Papastathopoulos,0
Zech Medley,0
Emiliano Martínez,0
Shkodran Mustafi,31
Petr Cech,0
Alexandre Lacazette,17
Ainsley Maitland-Niles,25
Mattéo Guendouzi,27
Henrikh Mkhitaryan,0
Joe Willock,0
Stephan Lichtsteiner,0
Bukayo Saka,0
Aaron Ramsey,0
Carl Jenkinson,11
Pierre-Emerick Aubameyang,8
Héctor Bellerín,0
Eddie Nketiah,0
Laurent Koscielny,28
Sead Kolasinac,34
Bernd Leno,16
Lucas Torreira,14
Rob Holding,0
Danny Welbeck,0
Nacho Monreal,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
