,initial_possession
Denis Suárez,0
Mesut Özil,0
Emile Smith Rowe,0
Granit Xhaka,47
Mohamed Elneny,0
Alex Iwobi,9
Konstantinos Mavropanos,0
Sokratis Papastathopoulos,28
Zech Medley,0
Emiliano Martínez,0
Shkodran Mustafi,22
Petr Cech,0
Alexandre Lacazette,6
Ainsley Maitland-Niles,0
Mattéo Guendouzi,15
Henrikh Mkhitaryan,14
Joe Willock,0
Stephan Lichtsteiner,20
Bukayo Saka,0
Aaron Ramsey,0
Carl Jenkinson,0
Pierre-Emerick Aubameyang,15
Héctor Bellerín,26
Eddie Nketiah,0
Laurent Koscielny,0
Sead Kolasinac,30
Bernd Leno,13
Lucas Torreira,24
Rob Holding,0
Danny Welbeck,0
Nacho Monreal,6
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
