,initial_possession
Georginio Wijnaldum,8
Mohamed Salah,5
Adam Lallana,0
Dejan Lovren,0
Alisson Becker,22
Simon Mignolet,0
Fabinho,0
Andy Robertson,26
Joe Gomez,32
Curtis Jones,0
Joël Matip,0
Virgil van Dijk,37
Rafael Camacho,0
Nathaniel Clyne,0
Xherdan Shaqiri,8
Roberto Firmino,27
Sadio Mané,23
Daniel Sturridge,0
Divock Origi,0
Naby Keïta,5
Jordan Henderson,15
Trent Alexander-Arnold,39
Alex Oxlade-Chamberlain,0
James Milner,31
Loris Karius,0
Alberto Moreno,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
