,initial_possession
Denis Suárez,0
Mesut Özil,0
Emile Smith Rowe,0
Granit Xhaka,35
Mohamed Elneny,0
Alex Iwobi,9
Konstantinos Mavropanos,0
Sokratis Papastathopoulos,19
Zech Medley,0
Emiliano Martínez,0
Shkodran Mustafi,25
Petr Cech,16
Alexandre Lacazette,11
Ainsley Maitland-Niles,0
Mattéo Guendouzi,16
Henrikh Mkhitaryan,29
Joe Willock,0
Stephan Lichtsteiner,0
Bukayo Saka,0
Aaron Ramsey,23
Carl Jenkinson,0
Pierre-Emerick Aubameyang,12
Héctor Bellerín,31
Eddie Nketiah,0
Laurent Koscielny,0
Sead Kolasinac,0
Bernd Leno,0
Lucas Torreira,11
Rob Holding,0
Danny Welbeck,5
Nacho Monreal,28
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
