,initial_possession
Georginio Wijnaldum,12
Mohamed Salah,14
Adam Lallana,0
Dejan Lovren,2
Alisson Becker,21
Simon Mignolet,0
Fabinho,33
Andy Robertson,19
Joe Gomez,0
Curtis Jones,0
Joël Matip,41
Virgil van Dijk,32
Rafael Camacho,0
Nathaniel Clyne,0
Xherdan Shaqiri,0
Roberto Firmino,21
Sadio Mané,18
Daniel Sturridge,0
Divock Origi,0
Naby Keïta,12
Jordan Henderson,8
Trent Alexander-Arnold,26
Alex Oxlade-Chamberlain,0
James Milner,16
Loris Karius,0
Alberto Moreno,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
