,Georginio Wijnaldum,Mohamed Salah,Adam Lallana,Dejan Lovren,Alisson Becker,Simon Mignolet,Fabinho,Andy Robertson,Joe Gomez,Curtis Jones,Joël Matip,Virgil van Dijk,Rafael Camacho,Nathaniel Clyne,Xherdan Shaqiri,Roberto Firmino,Sadio Mané,Daniel Sturridge,Divock Origi,Naby Keïta,Jordan Henderson,Trent Alexander-Arnold,Alex Oxlade-Chamberlain,James Milner,Loris Karius,Alberto Moreno,Successful,Unsuccessful,Unsuccessful Pass
Georginio Wijnaldum,0,3,3,0,1,0,1,2,0,0,4,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,1,7
Mohamed Salah,3,0,5,0,0,0,0,1,0,0,0,0,0,0,0,4,3,1,0,1,0,6,0,0,0,0,0,5,7
Adam Lallana,4,4,0,0,0,0,3,12,0,0,1,3,0,0,0,3,16,0,0,0,0,3,0,0,0,0,0,1,15
Dejan Lovren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alisson Becker,2,0,1,0,0,0,2,4,0,0,8,8,0,0,0,1,4,0,0,0,2,2,0,0,0,0,0,0,9
Simon Mignolet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabinho,3,0,7,0,4,0,0,9,0,0,5,6,0,0,0,3,4,0,0,4,2,7,0,0,0,0,0,1,6
Andy Robertson,1,0,14,0,2,0,12,0,0,0,0,15,0,0,0,12,5,0,0,0,2,3,0,0,0,0,0,1,14
Joe Gomez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curtis Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joël Matip,6,3,0,0,9,0,6,2,0,0,0,15,0,0,0,0,1,0,0,1,2,13,0,0,0,0,0,0,9
Virgil van Dijk,1,4,5,0,9,0,5,11,0,0,22,0,0,0,0,1,1,1,0,0,2,2,0,0,0,0,0,1,19
Rafael Camacho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathaniel Clyne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xherdan Shaqiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Firmino,2,4,2,0,0,0,3,9,0,0,0,2,0,0,0,0,5,1,0,1,1,8,0,0,0,0,2,1,14
Sadio Mané,3,6,7,0,0,0,2,3,0,0,0,2,0,0,0,8,0,0,0,0,1,3,0,0,0,0,2,3,5
Daniel Sturridge,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Divock Origi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naby Keïta,0,3,0,0,0,0,2,0,0,0,2,1,0,0,0,1,2,1,0,0,1,1,0,0,0,0,0,0,3
Jordan Henderson,0,3,1,0,0,0,1,4,0,0,2,0,0,0,0,3,2,1,0,2,0,1,0,0,0,0,0,1,6
Trent Alexander-Arnold,7,12,5,0,0,0,8,0,0,0,10,2,0,0,0,6,3,0,0,4,1,0,0,0,0,0,0,3,20
Alex Oxlade-Chamberlain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Milner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loris Karius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alberto Moreno,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Successful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsuccessful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsuccessful Pass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
