,initial_possession
Georginio Wijnaldum,16
Mohamed Salah,11
Adam Lallana,0
Dejan Lovren,0
Alisson Becker,19
Simon Mignolet,0
Fabinho,0
Andy Robertson,29
Joe Gomez,23
Curtis Jones,0
Joël Matip,0
Virgil van Dijk,25
Rafael Camacho,0
Nathaniel Clyne,0
Xherdan Shaqiri,0
Roberto Firmino,15
Sadio Mané,15
Daniel Sturridge,3
Divock Origi,0
Naby Keïta,18
Jordan Henderson,8
Trent Alexander-Arnold,31
Alex Oxlade-Chamberlain,0
James Milner,35
Loris Karius,0
Alberto Moreno,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
