,initial_possession
Denis Suárez,0
Mesut Özil,0
Emile Smith Rowe,0
Granit Xhaka,34
Mohamed Elneny,0
Alex Iwobi,10
Konstantinos Mavropanos,0
Sokratis Papastathopoulos,30
Zech Medley,0
Emiliano Martínez,0
Shkodran Mustafi,35
Petr Cech,0
Alexandre Lacazette,16
Ainsley Maitland-Niles,11
Mattéo Guendouzi,5
Henrikh Mkhitaryan,21
Joe Willock,0
Stephan Lichtsteiner,0
Bukayo Saka,0
Aaron Ramsey,0
Carl Jenkinson,0
Pierre-Emerick Aubameyang,12
Héctor Bellerín,0
Eddie Nketiah,5
Laurent Koscielny,15
Sead Kolasinac,28
Bernd Leno,34
Lucas Torreira,27
Rob Holding,0
Danny Welbeck,0
Nacho Monreal,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
