,initial_possession
Denis Suárez,0
Mesut Özil,10
Emile Smith Rowe,0
Granit Xhaka,31
Mohamed Elneny,0
Alex Iwobi,7
Konstantinos Mavropanos,0
Sokratis Papastathopoulos,0
Zech Medley,0
Emiliano Martínez,0
Shkodran Mustafi,34
Petr Cech,17
Alexandre Lacazette,29
Ainsley Maitland-Niles,0
Mattéo Guendouzi,0
Henrikh Mkhitaryan,0
Joe Willock,0
Stephan Lichtsteiner,0
Bukayo Saka,0
Aaron Ramsey,4
Carl Jenkinson,0
Pierre-Emerick Aubameyang,8
Héctor Bellerín,29
Eddie Nketiah,0
Laurent Koscielny,0
Sead Kolasinac,0
Bernd Leno,13
Lucas Torreira,28
Rob Holding,30
Danny Welbeck,4
Nacho Monreal,33
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
