,initial_possession
Ben White,0
Mathew Ryan,9
David Button,0
Jayson Molumby,0
Markus Suttner,0
Solly March,31
Bruno,29
Lewis Dunk,45
Anthony Knockaert,0
Jürgen Locadia,0
Jason Steele,0
Martín Montoya,0
Bernardo,42
Davy Pröpper,36
Leon Balogun,0
José Izquierdo,3
Gaëtan Bong,0
Viktor Gyökeres,0
Pascal Groß,10
Dan Burn,0
Alireza Jahanbakhsh,17
Shane Duffy,36
Florin Andone,10
Max Sanders,0
Dale Stephens,33
Beram Kayal,0
Glenn Murray,18
Yves Bissouma,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
