,Denis Suárez,Mesut Özil,Emile Smith Rowe,Granit Xhaka,Mohamed Elneny,Alex Iwobi,Konstantinos Mavropanos,Sokratis Papastathopoulos,Zech Medley,Emiliano Martínez,Shkodran Mustafi,Petr Cech,Alexandre Lacazette,Ainsley Maitland-Niles,Mattéo Guendouzi,Henrikh Mkhitaryan,Joe Willock,Stephan Lichtsteiner,Bukayo Saka,Aaron Ramsey,Carl Jenkinson,Pierre-Emerick Aubameyang,Héctor Bellerín,Eddie Nketiah,Laurent Koscielny,Sead Kolasinac,Bernd Leno,Lucas Torreira,Rob Holding,Danny Welbeck,Nacho Monreal,Successful,Unsuccessful,Unsuccessful Pass
Shkodran Mustafi,0,0,0,2,0,2,0,8,0,0,0,0,1,4,5,0,0,0,0,0,0,2,0,0,2,0,6,0,0,0,0,0,0,4
Petr Cech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexandre Lacazette,0,0,0,2,0,7,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,5,0,0,1,1,0,0,0,0,0,0,4,8
Ainsley Maitland-Niles,0,0,0,0,0,2,0,2,0,0,6,0,1,0,2,0,0,0,0,3,0,2,0,0,0,0,1,1,0,0,0,0,0,7
Mattéo Guendouzi,0,0,0,1,0,7,0,7,0,0,8,0,2,2,0,0,0,0,0,7,0,4,3,0,8,3,0,6,0,0,0,0,3,7
Henrikh Mkhitaryan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Willock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephan Lichtsteiner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bukayo Saka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Ramsey,0,0,0,0,0,3,0,2,0,0,0,0,2,1,2,0,0,0,0,0,0,4,1,0,0,5,0,3,0,0,0,0,0,7
Carl Jenkinson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emerick Aubameyang,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,3,0,0,1,0,1,0,0,0,0,3,6
Héctor Bellerín,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,4,0,2,0,0,0,0,1,0,0,0,0,0,0,3
Eddie Nketiah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laurent Koscielny,0,0,0,8,0,6,0,21,0,0,6,0,4,1,11,0,0,0,0,3,0,0,0,0,0,12,8,5,0,0,0,0,0,2
Sead Kolasinac,0,0,0,7,0,10,0,1,0,0,0,0,4,0,5,0,0,0,0,1,0,1,0,0,11,0,2,0,0,0,0,0,0,8
Bernd Leno,0,0,0,1,0,1,0,5,0,0,3,0,0,3,2,0,0,0,0,0,0,1,0,0,17,1,0,0,0,0,0,0,0,7
Lucas Torreira,0,0,0,0,0,1,0,6,0,0,0,0,2,1,5,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,4
Rob Holding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny Welbeck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nacho Monreal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Successful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsuccessful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsuccessful Pass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
