,initial_possession
Denis Suárez,4
Mesut Özil,10
Emile Smith Rowe,0
Granit Xhaka,33
Mohamed Elneny,0
Alex Iwobi,4
Konstantinos Mavropanos,0
Sokratis Papastathopoulos,20
Zech Medley,0
Emiliano Martínez,0
Shkodran Mustafi,0
Petr Cech,0
Alexandre Lacazette,21
Ainsley Maitland-Niles,34
Mattéo Guendouzi,0
Henrikh Mkhitaryan,0
Joe Willock,0
Stephan Lichtsteiner,0
Bukayo Saka,0
Aaron Ramsey,34
Carl Jenkinson,0
Pierre-Emerick Aubameyang,12
Héctor Bellerín,0
Eddie Nketiah,2
Laurent Koscielny,21
Sead Kolasinac,30
Bernd Leno,25
Lucas Torreira,0
Rob Holding,0
Danny Welbeck,0
Nacho Monreal,22
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
