,initial_possession
Georginio Wijnaldum,20
Mohamed Salah,15
Adam Lallana,0
Dejan Lovren,0
Alisson Becker,16
Simon Mignolet,0
Fabinho,0
Andy Robertson,31
Joe Gomez,15
Curtis Jones,0
Joël Matip,33
Virgil van Dijk,14
Rafael Camacho,0
Nathaniel Clyne,0
Xherdan Shaqiri,6
Roberto Firmino,20
Sadio Mané,17
Daniel Sturridge,0
Divock Origi,0
Naby Keïta,5
Jordan Henderson,11
Trent Alexander-Arnold,25
Alex Oxlade-Chamberlain,0
James Milner,10
Loris Karius,0
Alberto Moreno,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
