,initial_possession
Georginio Wijnaldum,25
Mohamed Salah,12
Adam Lallana,0
Dejan Lovren,35
Alisson Becker,18
Simon Mignolet,0
Fabinho,39
Andy Robertson,38
Joe Gomez,0
Curtis Jones,0
Joël Matip,0
Virgil van Dijk,26
Rafael Camacho,0
Nathaniel Clyne,40
Xherdan Shaqiri,8
Roberto Firmino,30
Sadio Mané,13
Daniel Sturridge,0
Divock Origi,0
Naby Keïta,19
Jordan Henderson,5
Trent Alexander-Arnold,0
Alex Oxlade-Chamberlain,0
James Milner,0
Loris Karius,0
Alberto Moreno,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
