,initial_possession
Ben White,0
Mathew Ryan,0
David Button,19
Jayson Molumby,0
Markus Suttner,0
Solly March,11
Bruno,0
Lewis Dunk,29
Anthony Knockaert,14
Jürgen Locadia,7
Jason Steele,0
Martín Montoya,33
Bernardo,0
Davy Pröpper,23
Leon Balogun,0
José Izquierdo,0
Gaëtan Bong,26
Viktor Gyökeres,0
Pascal Groß,14
Dan Burn,0
Alireza Jahanbakhsh,0
Shane Duffy,29
Florin Andone,8
Max Sanders,0
Dale Stephens,17
Beram Kayal,2
Glenn Murray,10
Yves Bissouma,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
