,Georginio Wijnaldum,Mohamed Salah,Adam Lallana,Dejan Lovren,Alisson Becker,Simon Mignolet,Fabinho,Andy Robertson,Joe Gomez,Curtis Jones,Joël Matip,Virgil van Dijk,Rafael Camacho,Nathaniel Clyne,Xherdan Shaqiri,Roberto Firmino,Sadio Mané,Daniel Sturridge,Divock Origi,Naby Keïta,Jordan Henderson,Trent Alexander-Arnold,Alex Oxlade-Chamberlain,James Milner,Loris Karius,Alberto Moreno,Successful,Unsuccessful,Unsuccessful Pass
Georginio Wijnaldum,0,3,0,0,1,0,0,8,0,0,9,4,0,0,6,3,1,0,0,0,7,6,0,2,0,0,0,1,3
Mohamed Salah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,2,2,1,0,1,0,0,1,1,11
Adam Lallana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dejan Lovren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alisson Becker,1,0,0,0,0,0,0,8,1,0,6,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3
Simon Mignolet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabinho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy Robertson,10,3,0,0,1,0,0,0,6,0,0,11,0,0,4,15,0,0,0,12,15,0,0,9,0,0,0,1,19
Joe Gomez,0,0,0,0,2,0,0,9,0,0,12,0,0,0,0,1,1,0,0,8,7,1,0,2,0,0,0,0,2
Curtis Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joël Matip,3,0,0,0,1,0,0,1,14,0,1,24,0,0,6,5,3,0,0,3,11,13,0,9,0,0,1,0,16
Virgil van Dijk,10,0,0,0,3,0,0,17,0,0,15,0,0,0,1,1,1,0,0,0,8,2,0,3,0,0,0,0,3
Rafael Camacho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathaniel Clyne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xherdan Shaqiri,5,0,0,0,0,0,0,1,0,0,6,2,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,2,6
Roberto Firmino,1,4,0,0,0,0,0,9,0,0,2,0,0,0,3,0,3,0,0,3,8,1,0,3,0,0,0,2,14
Sadio Mané,0,0,0,0,0,0,0,4,1,0,3,0,0,0,1,2,0,0,0,1,3,3,0,1,0,0,0,1,6
Daniel Sturridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Divock Origi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naby Keïta,0,2,0,0,0,0,0,6,3,0,3,0,0,0,0,3,5,0,0,0,5,2,0,2,0,0,0,0,4
Jordan Henderson,8,1,0,0,2,0,0,15,7,0,16,6,0,0,0,6,3,0,0,2,1,10,0,9,0,0,0,0,5
Trent Alexander-Arnold,1,6,0,0,2,0,0,0,0,0,12,2,0,0,2,3,5,0,0,0,9,0,0,6,0,0,0,0,16
Alex Oxlade-Chamberlain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Milner,2,5,0,0,0,0,0,8,3,0,3,1,0,0,0,6,5,0,0,0,6,7,0,1,0,0,0,2,7
Loris Karius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alberto Moreno,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Successful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsuccessful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsuccessful Pass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
