,initial_possession
Georginio Wijnaldum,6
Mohamed Salah,25
Adam Lallana,6
Dejan Lovren,17
Alisson Becker,18
Simon Mignolet,0
Fabinho,19
Andy Robertson,31
Joe Gomez,0
Curtis Jones,0
Joël Matip,0
Virgil van Dijk,22
Rafael Camacho,0
Nathaniel Clyne,3
Xherdan Shaqiri,0
Roberto Firmino,15
Sadio Mané,21
Daniel Sturridge,0
Divock Origi,0
Naby Keïta,16
Jordan Henderson,25
Trent Alexander-Arnold,0
Alex Oxlade-Chamberlain,0
James Milner,45
Loris Karius,0
Alberto Moreno,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
