,initial_possession
Ben White,0
Mathew Ryan,24
David Button,0
Jayson Molumby,0
Markus Suttner,0
Solly March,21
Bruno,27
Lewis Dunk,31
Anthony Knockaert,3
Jürgen Locadia,0
Jason Steele,0
Martín Montoya,0
Bernardo,0
Davy Pröpper,0
Leon Balogun,0
José Izquierdo,18
Gaëtan Bong,40
Viktor Gyökeres,0
Pascal Groß,0
Dan Burn,0
Alireza Jahanbakhsh,22
Shane Duffy,23
Florin Andone,0
Max Sanders,0
Dale Stephens,21
Beram Kayal,27
Glenn Murray,16
Yves Bissouma,4
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
