,initial_possession
Ben White,0
Mathew Ryan,15
David Button,0
Jayson Molumby,0
Markus Suttner,0
Solly March,9
Bruno,0
Lewis Dunk,33
Anthony Knockaert,15
Jürgen Locadia,4
Jason Steele,0
Martín Montoya,31
Bernardo,53
Davy Pröpper,20
Leon Balogun,0
José Izquierdo,0
Gaëtan Bong,0
Viktor Gyökeres,0
Pascal Groß,0
Dan Burn,0
Alireza Jahanbakhsh,16
Shane Duffy,36
Florin Andone,0
Max Sanders,0
Dale Stephens,26
Beram Kayal,0
Glenn Murray,27
Yves Bissouma,36
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
