,initial_possession
Denis Suárez,0
Mesut Özil,14
Emile Smith Rowe,0
Granit Xhaka,37
Mohamed Elneny,0
Alex Iwobi,8
Konstantinos Mavropanos,0
Sokratis Papastathopoulos,0
Zech Medley,0
Emiliano Martínez,0
Shkodran Mustafi,25
Petr Cech,0
Alexandre Lacazette,11
Ainsley Maitland-Niles,0
Mattéo Guendouzi,13
Henrikh Mkhitaryan,6
Joe Willock,0
Stephan Lichtsteiner,0
Bukayo Saka,0
Aaron Ramsey,4
Carl Jenkinson,0
Pierre-Emerick Aubameyang,8
Héctor Bellerín,25
Eddie Nketiah,0
Laurent Koscielny,0
Sead Kolasinac,35
Bernd Leno,18
Lucas Torreira,27
Rob Holding,27
Danny Welbeck,0
Nacho Monreal,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
