,initial_possession
Ben White,0
Mathew Ryan,29
David Button,0
Jayson Molumby,0
Markus Suttner,0
Solly March,21
Bruno,18
Lewis Dunk,38
Anthony Knockaert,0
Jürgen Locadia,8
Jason Steele,0
Martín Montoya,0
Bernardo,12
Davy Pröpper,0
Leon Balogun,0
José Izquierdo,14
Gaëtan Bong,35
Viktor Gyökeres,0
Pascal Groß,0
Dan Burn,0
Alireza Jahanbakhsh,23
Shane Duffy,42
Florin Andone,0
Max Sanders,0
Dale Stephens,30
Beram Kayal,24
Glenn Murray,2
Yves Bissouma,3
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
