,initial_possession
Georginio Wijnaldum,12
Mohamed Salah,15
Adam Lallana,5
Dejan Lovren,0
Alisson Becker,16
Simon Mignolet,0
Fabinho,11
Andy Robertson,26
Joe Gomez,0
Curtis Jones,0
Joël Matip,29
Virgil van Dijk,23
Rafael Camacho,0
Nathaniel Clyne,0
Xherdan Shaqiri,14
Roberto Firmino,18
Sadio Mané,22
Daniel Sturridge,4
Divock Origi,0
Naby Keïta,28
Jordan Henderson,51
Trent Alexander-Arnold,0
Alex Oxlade-Chamberlain,0
James Milner,0
Loris Karius,0
Alberto Moreno,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
