,initial_possession
Ben White,0
Mathew Ryan,26
David Button,0
Jayson Molumby,0
Markus Suttner,0
Solly March,10
Bruno,0
Lewis Dunk,18
Anthony Knockaert,16
Jürgen Locadia,13
Jason Steele,0
Martín Montoya,32
Bernardo,0
Davy Pröpper,11
Leon Balogun,0
José Izquierdo,1
Gaëtan Bong,21
Viktor Gyökeres,0
Pascal Groß,0
Dan Burn,0
Alireza Jahanbakhsh,4
Shane Duffy,17
Florin Andone,0
Max Sanders,0
Dale Stephens,0
Beram Kayal,25
Glenn Murray,0
Yves Bissouma,16
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
