,Georginio Wijnaldum,Mohamed Salah,Adam Lallana,Dejan Lovren,Alisson Becker,Simon Mignolet,Fabinho,Andy Robertson,Joe Gomez,Curtis Jones,Joël Matip,Virgil van Dijk,Rafael Camacho,Nathaniel Clyne,Xherdan Shaqiri,Roberto Firmino,Sadio Mané,Daniel Sturridge,Divock Origi,Naby Keïta,Jordan Henderson,Trent Alexander-Arnold,Alex Oxlade-Chamberlain,James Milner,Loris Karius,Alberto Moreno,Successful,Unsuccessful,Unsuccessful Pass
Georginio Wijnaldum,0,1,0,0,0,0,0,1,6,0,0,3,0,0,0,2,1,0,0,2,1,5,0,0,0,0,0,1,5
Mohamed Salah,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,3,1,0,3,0,0,0,3,4
Adam Lallana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dejan Lovren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alisson Becker,0,0,0,0,0,0,0,3,6,0,0,6,0,0,0,1,1,0,0,0,3,1,0,5,0,0,0,0,7
Simon Mignolet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabinho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy Robertson,2,1,0,0,0,0,0,0,1,0,0,4,0,0,0,9,6,0,0,2,4,0,0,6,0,0,0,0,12
Joe Gomez,4,2,0,0,3,0,0,1,0,0,0,13,0,0,1,2,1,0,0,1,10,5,0,4,0,0,0,1,13
Curtis Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joël Matip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virgil van Dijk,4,1,0,0,5,0,0,6,9,0,0,0,0,0,1,0,2,0,0,1,5,3,0,12,0,0,0,0,14
Rafael Camacho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathaniel Clyne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xherdan Shaqiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,2
Roberto Firmino,2,5,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,1,5,3,0,5,0,0,1,1,8
Sadio Mané,1,1,0,0,1,0,0,3,2,0,0,4,0,0,0,3,0,0,0,0,3,2,0,5,0,0,1,1,7
Daniel Sturridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Divock Origi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naby Keïta,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,3,0,0,0,0,0,0,1
Jordan Henderson,7,2,0,0,2,0,0,7,4,0,0,7,0,0,0,1,4,0,0,0,0,4,0,5,0,0,0,0,6
Trent Alexander-Arnold,2,1,0,0,1,0,0,0,10,0,0,1,0,0,5,9,0,0,0,2,2,0,0,2,0,0,0,1,16
Alex Oxlade-Chamberlain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Milner,2,5,0,0,3,0,0,8,4,0,0,5,0,0,1,5,10,0,0,0,5,1,0,0,0,0,0,0,15
Loris Karius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alberto Moreno,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Successful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsuccessful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsuccessful Pass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
