,initial_possession
Georginio Wijnaldum,9
Mohamed Salah,14
Adam Lallana,0
Dejan Lovren,0
Alisson Becker,17
Simon Mignolet,0
Fabinho,31
Andy Robertson,34
Joe Gomez,20
Curtis Jones,0
Joël Matip,0
Virgil van Dijk,33
Rafael Camacho,0
Nathaniel Clyne,0
Xherdan Shaqiri,15
Roberto Firmino,8
Sadio Mané,20
Daniel Sturridge,0
Divock Origi,0
Naby Keïta,1
Jordan Henderson,6
Trent Alexander-Arnold,40
Alex Oxlade-Chamberlain,0
James Milner,2
Loris Karius,0
Alberto Moreno,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
