,initial_possession
Denis Suárez,0
Mesut Özil,9
Emile Smith Rowe,0
Granit Xhaka,0
Mohamed Elneny,17
Alex Iwobi,10
Konstantinos Mavropanos,0
Sokratis Papastathopoulos,0
Zech Medley,0
Emiliano Martínez,0
Shkodran Mustafi,30
Petr Cech,0
Alexandre Lacazette,21
Ainsley Maitland-Niles,0
Mattéo Guendouzi,23
Henrikh Mkhitaryan,0
Joe Willock,0
Stephan Lichtsteiner,24
Bukayo Saka,0
Aaron Ramsey,3
Carl Jenkinson,9
Pierre-Emerick Aubameyang,14
Héctor Bellerín,0
Eddie Nketiah,0
Laurent Koscielny,0
Sead Kolasinac,29
Bernd Leno,22
Lucas Torreira,20
Rob Holding,0
Danny Welbeck,0
Nacho Monreal,26
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
