,Georginio Wijnaldum,Mohamed Salah,Adam Lallana,Dejan Lovren,Alisson Becker,Simon Mignolet,Fabinho,Andy Robertson,Joe Gomez,Curtis Jones,Joël Matip,Virgil van Dijk,Rafael Camacho,Nathaniel Clyne,Xherdan Shaqiri,Roberto Firmino,Sadio Mané,Daniel Sturridge,Divock Origi,Naby Keïta,Jordan Henderson,Trent Alexander-Arnold,Alex Oxlade-Chamberlain,James Milner,Loris Karius,Alberto Moreno,Successful,Unsuccessful,Unsuccessful Pass
Georginio Wijnaldum,0,1,0,0,3,0,2,2,6,0,0,1,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,1,3
Mohamed Salah,2,0,0,0,0,0,2,0,1,0,0,1,0,0,0,3,5,0,0,0,0,3,0,3,0,0,0,3,8
Adam Lallana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dejan Lovren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alisson Becker,1,1,0,0,0,0,2,7,2,0,0,2,0,0,0,0,1,0,0,0,0,5,0,2,0,0,0,0,6
Simon Mignolet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabinho,4,3,0,0,0,0,0,5,1,0,0,1,0,0,0,1,2,0,0,0,0,2,0,2,0,0,0,0,5
Andy Robertson,1,2,0,0,2,0,4,0,3,0,0,13,0,0,1,7,6,0,0,0,0,0,0,9,0,0,0,1,22
Joe Gomez,4,4,0,0,1,0,3,4,0,0,0,7,0,0,0,0,1,0,0,0,0,8,0,1,0,0,0,0,7
Curtis Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joël Matip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virgil van Dijk,2,0,0,0,3,0,1,10,10,0,0,0,0,0,0,2,1,0,0,0,0,3,0,2,0,0,0,3,2
Rafael Camacho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathaniel Clyne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xherdan Shaqiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Roberto Firmino,1,2,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,3,4
Sadio Mané,1,1,0,0,0,0,1,7,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,9
Daniel Sturridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Divock Origi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naby Keïta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Henderson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trent Alexander-Arnold,6,6,0,0,1,0,3,0,5,0,0,0,0,0,2,2,1,0,0,0,0,0,0,3,0,0,0,0,21
Alex Oxlade-Chamberlain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Milner,1,5,0,0,0,0,2,9,2,0,0,2,0,0,0,5,3,0,0,0,0,0,0,0,0,0,1,0,12
Loris Karius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alberto Moreno,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Successful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsuccessful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsuccessful Pass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
