,initial_possession
Denis Suárez,0
Mesut Özil,0
Emile Smith Rowe,0
Granit Xhaka,36
Mohamed Elneny,0
Alex Iwobi,7
Konstantinos Mavropanos,0
Sokratis Papastathopoulos,40
Zech Medley,0
Emiliano Martínez,0
Shkodran Mustafi,10
Petr Cech,0
Alexandre Lacazette,21
Ainsley Maitland-Niles,35
Mattéo Guendouzi,26
Henrikh Mkhitaryan,0
Joe Willock,0
Stephan Lichtsteiner,0
Bukayo Saka,0
Aaron Ramsey,1
Carl Jenkinson,0
Pierre-Emerick Aubameyang,17
Héctor Bellerín,0
Eddie Nketiah,0
Laurent Koscielny,31
Sead Kolasinac,24
Bernd Leno,22
Lucas Torreira,10
Rob Holding,0
Danny Welbeck,0
Nacho Monreal,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
