,initial_possession
Denis Suárez,0
Mesut Özil,4
Emile Smith Rowe,0
Granit Xhaka,38
Mohamed Elneny,0
Alex Iwobi,0
Konstantinos Mavropanos,0
Sokratis Papastathopoulos,27
Zech Medley,0
Emiliano Martínez,0
Shkodran Mustafi,24
Petr Cech,17
Alexandre Lacazette,22
Ainsley Maitland-Niles,0
Mattéo Guendouzi,16
Henrikh Mkhitaryan,5
Joe Willock,0
Stephan Lichtsteiner,0
Bukayo Saka,0
Aaron Ramsey,13
Carl Jenkinson,0
Pierre-Emerick Aubameyang,8
Héctor Bellerín,31
Eddie Nketiah,0
Laurent Koscielny,0
Sead Kolasinac,0
Bernd Leno,0
Lucas Torreira,22
Rob Holding,0
Danny Welbeck,4
Nacho Monreal,39
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
