,initial_possession
Georginio Wijnaldum,21
Mohamed Salah,11
Adam Lallana,3
Dejan Lovren,18
Alisson Becker,19
Simon Mignolet,0
Fabinho,21
Andy Robertson,30
Joe Gomez,0
Curtis Jones,0
Joël Matip,0
Virgil van Dijk,23
Rafael Camacho,0
Nathaniel Clyne,4
Xherdan Shaqiri,19
Roberto Firmino,19
Sadio Mané,17
Daniel Sturridge,0
Divock Origi,0
Naby Keïta,0
Jordan Henderson,8
Trent Alexander-Arnold,22
Alex Oxlade-Chamberlain,0
James Milner,0
Loris Karius,0
Alberto Moreno,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
