,initial_possession
Denis Suárez,0
Mesut Özil,12
Emile Smith Rowe,0
Granit Xhaka,43
Mohamed Elneny,0
Alex Iwobi,0
Konstantinos Mavropanos,0
Sokratis Papastathopoulos,16
Zech Medley,0
Emiliano Martínez,0
Shkodran Mustafi,30
Petr Cech,19
Alexandre Lacazette,18
Ainsley Maitland-Niles,0
Mattéo Guendouzi,14
Henrikh Mkhitaryan,3
Joe Willock,0
Stephan Lichtsteiner,0
Bukayo Saka,0
Aaron Ramsey,25
Carl Jenkinson,0
Pierre-Emerick Aubameyang,15
Héctor Bellerín,19
Eddie Nketiah,0
Laurent Koscielny,0
Sead Kolasinac,0
Bernd Leno,0
Lucas Torreira,10
Rob Holding,0
Danny Welbeck,1
Nacho Monreal,34
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
