,initial_possession
Denis Suárez,0
Mesut Özil,0
Emile Smith Rowe,0
Granit Xhaka,28
Mohamed Elneny,0
Alex Iwobi,13
Konstantinos Mavropanos,0
Sokratis Papastathopoulos,0
Zech Medley,0
Emiliano Martínez,0
Shkodran Mustafi,31
Petr Cech,0
Alexandre Lacazette,18
Ainsley Maitland-Niles,0
Mattéo Guendouzi,3
Henrikh Mkhitaryan,17
Joe Willock,0
Stephan Lichtsteiner,0
Bukayo Saka,0
Aaron Ramsey,7
Carl Jenkinson,0
Pierre-Emerick Aubameyang,1
Héctor Bellerín,30
Eddie Nketiah,0
Laurent Koscielny,0
Sead Kolasinac,0
Bernd Leno,24
Lucas Torreira,27
Rob Holding,16
Danny Welbeck,11
Nacho Monreal,38
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
