,Georginio Wijnaldum,Mohamed Salah,Adam Lallana,Dejan Lovren,Alisson Becker,Simon Mignolet,Fabinho,Andy Robertson,Joe Gomez,Curtis Jones,Joël Matip,Virgil van Dijk,Rafael Camacho,Nathaniel Clyne,Xherdan Shaqiri,Roberto Firmino,Sadio Mané,Daniel Sturridge,Divock Origi,Naby Keïta,Jordan Henderson,Trent Alexander-Arnold,Alex Oxlade-Chamberlain,James Milner,Loris Karius,Alberto Moreno,Successful,Unsuccessful,Unsuccessful Pass
Georginio Wijnaldum,0,0,0,7,2,0,0,7,0,0,0,12,0,0,0,0,3,5,0,5,6,11,0,0,0,0,0,0,9
Mohamed Salah,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,5,1,0,1,8,2,0,0,0,0,2,6,10
Adam Lallana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dejan Lovren,6,6,0,1,9,0,0,3,2,0,0,10,0,0,3,0,0,1,0,8,16,22,2,0,0,0,0,1,11
Alisson Becker,3,0,0,14,0,0,0,5,1,0,0,11,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,0,2
Simon Mignolet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabinho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy Robertson,8,4,0,3,5,0,0,0,0,0,0,13,0,0,0,0,8,1,0,11,7,0,0,0,0,0,0,0,12
Joe Gomez,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0
Curtis Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joël Matip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virgil van Dijk,13,1,0,21,9,0,0,22,1,0,0,0,0,0,0,0,2,2,0,20,7,2,1,0,0,0,0,1,13
Rafael Camacho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathaniel Clyne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xherdan Shaqiri,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,2
Roberto Firmino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sadio Mané,1,5,0,0,0,0,0,5,0,0,0,2,0,0,1,0,0,1,0,1,9,1,1,0,0,0,2,2,7
Daniel Sturridge,3,2,0,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,2,4,0,0,0,0,0,2,2
Divock Origi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naby Keïta,7,1,0,9,2,0,0,8,0,0,0,15,0,0,1,0,1,0,0,0,11,1,2,0,0,0,1,1,5
Jordan Henderson,3,9,0,9,3,0,0,7,1,0,0,13,0,0,1,0,8,5,0,7,0,14,4,0,0,0,0,1,10
Trent Alexander-Arnold,9,7,0,12,4,0,0,1,0,0,0,10,0,0,0,0,1,7,0,0,19,0,1,0,0,0,0,0,17
Alex Oxlade-Chamberlain,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,1,3
James Milner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loris Karius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alberto Moreno,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Successful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsuccessful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsuccessful Pass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
