,initial_possession
Georginio Wijnaldum,16
Mohamed Salah,17
Adam Lallana,12
Dejan Lovren,0
Alisson Becker,15
Simon Mignolet,0
Fabinho,35
Andy Robertson,38
Joe Gomez,0
Curtis Jones,0
Joël Matip,16
Virgil van Dijk,25
Rafael Camacho,0
Nathaniel Clyne,0
Xherdan Shaqiri,16
Roberto Firmino,13
Sadio Mané,5
Daniel Sturridge,0
Divock Origi,0
Naby Keïta,22
Jordan Henderson,5
Trent Alexander-Arnold,0
Alex Oxlade-Chamberlain,0
James Milner,32
Loris Karius,0
Alberto Moreno,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
