,initial_possession
Ben White,0
Mathew Ryan,20
David Button,0
Jayson Molumby,0
Markus Suttner,0
Solly March,22
Bruno,0
Lewis Dunk,28
Anthony Knockaert,9
Jürgen Locadia,10
Jason Steele,0
Martín Montoya,40
Bernardo,0
Davy Pröpper,24
Leon Balogun,0
José Izquierdo,0
Gaëtan Bong,36
Viktor Gyökeres,0
Pascal Groß,19
Dan Burn,0
Alireza Jahanbakhsh,0
Shane Duffy,28
Florin Andone,6
Max Sanders,0
Dale Stephens,33
Beram Kayal,0
Glenn Murray,26
Yves Bissouma,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
