,initial_possession
Georginio Wijnaldum,16
Mohamed Salah,16
Adam Lallana,20
Dejan Lovren,30
Alisson Becker,10
Simon Mignolet,0
Fabinho,9
Andy Robertson,40
Joe Gomez,36
Curtis Jones,0
Joël Matip,0
Virgil van Dijk,32
Rafael Camacho,0
Nathaniel Clyne,0
Xherdan Shaqiri,18
Roberto Firmino,3
Sadio Mané,0
Daniel Sturridge,11
Divock Origi,0
Naby Keïta,0
Jordan Henderson,11
Trent Alexander-Arnold,0
Alex Oxlade-Chamberlain,0
James Milner,20
Loris Karius,0
Alberto Moreno,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
