,initial_possession
Georginio Wijnaldum,0
Mohamed Salah,5
Adam Lallana,0
Dejan Lovren,0
Alisson Becker,15
Simon Mignolet,0
Fabinho,0
Andy Robertson,0
Joe Gomez,7
Curtis Jones,0
Joël Matip,45
Virgil van Dijk,33
Rafael Camacho,0
Nathaniel Clyne,0
Xherdan Shaqiri,8
Roberto Firmino,8
Sadio Mané,0
Daniel Sturridge,12
Divock Origi,6
Naby Keïta,27
Jordan Henderson,17
Trent Alexander-Arnold,25
Alex Oxlade-Chamberlain,0
James Milner,16
Loris Karius,0
Alberto Moreno,23
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
