,initial_possession
Ben White,0
Mathew Ryan,21
David Button,0
Jayson Molumby,0
Markus Suttner,0
Solly March,0
Bruno,17
Lewis Dunk,24
Anthony Knockaert,18
Jürgen Locadia,2
Jason Steele,0
Martín Montoya,0
Bernardo,28
Davy Pröpper,0
Leon Balogun,0
José Izquierdo,0
Gaëtan Bong,0
Viktor Gyökeres,0
Pascal Groß,19
Dan Burn,0
Alireza Jahanbakhsh,13
Shane Duffy,15
Florin Andone,3
Max Sanders,0
Dale Stephens,0
Beram Kayal,11
Glenn Murray,13
Yves Bissouma,21
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
