,initial_possession
Ben White,0
Mathew Ryan,22
David Button,0
Jayson Molumby,0
Markus Suttner,0
Solly March,21
Bruno,0
Lewis Dunk,0
Anthony Knockaert,12
Jürgen Locadia,2
Jason Steele,0
Martín Montoya,31
Bernardo,0
Davy Pröpper,24
Leon Balogun,20
José Izquierdo,0
Gaëtan Bong,35
Viktor Gyökeres,0
Pascal Groß,6
Dan Burn,0
Alireza Jahanbakhsh,2
Shane Duffy,28
Florin Andone,0
Max Sanders,0
Dale Stephens,31
Beram Kayal,0
Glenn Murray,16
Yves Bissouma,25
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
