,initial_possession
Georginio Wijnaldum,14
Mohamed Salah,19
Adam Lallana,2
Dejan Lovren,0
Alisson Becker,8
Simon Mignolet,0
Fabinho,0
Andy Robertson,28
Joe Gomez,24
Curtis Jones,0
Joël Matip,0
Virgil van Dijk,33
Rafael Camacho,0
Nathaniel Clyne,0
Xherdan Shaqiri,0
Roberto Firmino,12
Sadio Mané,22
Daniel Sturridge,0
Divock Origi,0
Naby Keïta,22
Jordan Henderson,5
Trent Alexander-Arnold,38
Alex Oxlade-Chamberlain,0
James Milner,32
Loris Karius,0
Alberto Moreno,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
