,initial_possession
Jeremy Sarmiento,0
Neal Maupay,0
Alexis Mac Allister,12
James Furlong,0
Levi Colwill,0
Adam Lallana,0
Kaoru Mitoma,17
Pervis Estupiñán,27
Odeluga Offiah,0
Jan Paul van Hecke,2
Ed Turns,0
Adam Webster,31
Solly March,23
Lewis Dunk,41
Moisés Caicedo,29
Andrew Moran,0
Facundo Buonanotte,0
Evan Ferguson,13
Julio Enciso,0
Jason Steele,10
Steven Alzate,0
Leandro Trossard,0
Tom McGill,0
Jack Hinshelwood,0
Pascal Groß,20
Deniz Undav,0
Yasin Ayari,0
Imari Samuels,0
Robert Sánchez,0
Enock Mwepu,0
Billy Gilmour,0
Danny Welbeck,6
Tariq Lamptey,0
Cameron Peupion,0
Joël Veltman,25
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
