,initial_possession
Jeremy Sarmiento,2
Neal Maupay,0
Alexis Mac Allister,23
James Furlong,0
Levi Colwill,0
Adam Lallana,7
Kaoru Mitoma,14
Pervis Estupiñán,26
Odeluga Offiah,0
Jan Paul van Hecke,0
Ed Turns,0
Adam Webster,25
Solly March,21
Lewis Dunk,31
Moisés Caicedo,25
Andrew Moran,0
Facundo Buonanotte,0
Evan Ferguson,0
Julio Enciso,10
Jason Steele,0
Steven Alzate,0
Leandro Trossard,12
Tom McGill,0
Jack Hinshelwood,0
Pascal Groß,27
Deniz Undav,0
Yasin Ayari,0
Imari Samuels,0
Robert Sánchez,20
Enock Mwepu,0
Billy Gilmour,0
Danny Welbeck,0
Tariq Lamptey,2
Cameron Peupion,0
Joël Veltman,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
