,initial_possession
Adrián,0
Mohamed Salah,6
Fábio Carvalho,0
Alisson Becker,15
Cody Gakpo,14
Caoimhín Kelleher,0
Fabinho,33
Andy Robertson,23
Joe Gomez,0
Luis Díaz,14
Darwin Núñez,4
Stefan Bajcetic,0
Curtis Jones,23
Joël Matip,48
Virgil van Dijk,37
Bobby Clark,0
Arthur,0
Ben Doak,0
Roberto Firmino,0
Harvey Elliott,0
Ibrahima Konaté,0
Sepp van den Berg,0
Calvin Ramsay,0
Thiago Alcântara,8
Rhys Williams,0
Harvey Davies,0
Naby Keïta,0
Nathaniel Phillips,0
Jordan Henderson,10
Trent Alexander-Arnold,32
Diogo Jota,13
Luke Chambers,0
Alex Oxlade-Chamberlain,0
James Milner,3
Kostas Tsimikas,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
