,initial_possession
Jeremy Sarmiento,0
Neal Maupay,0
Alexis Mac Allister,29
James Furlong,0
Levi Colwill,12
Adam Lallana,0
Kaoru Mitoma,22
Pervis Estupiñán,16
Odeluga Offiah,0
Jan Paul van Hecke,0
Ed Turns,0
Adam Webster,25
Solly March,6
Lewis Dunk,33
Moisés Caicedo,36
Andrew Moran,0
Facundo Buonanotte,16
Evan Ferguson,0
Julio Enciso,10
Jason Steele,19
Steven Alzate,0
Leandro Trossard,0
Tom McGill,0
Jack Hinshelwood,0
Pascal Groß,0
Deniz Undav,5
Yasin Ayari,0
Imari Samuels,0
Robert Sánchez,0
Enock Mwepu,0
Billy Gilmour,16
Danny Welbeck,9
Tariq Lamptey,0
Cameron Peupion,0
Joël Veltman,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
