,initial_possession
Adrián,0
Mohamed Salah,14
Fábio Carvalho,0
Alisson Becker,21
Cody Gakpo,22
Caoimhín Kelleher,0
Fabinho,20
Andy Robertson,37
Joe Gomez,0
Luis Díaz,0
Darwin Núñez,10
Stefan Bajcetic,6
Curtis Jones,1
Joël Matip,0
Virgil van Dijk,26
Bobby Clark,0
Arthur,0
Ben Doak,0
Roberto Firmino,3
Harvey Elliott,25
Ibrahima Konaté,27
Sepp van den Berg,0
Calvin Ramsay,0
Thiago Alcântara,0
Rhys Williams,0
Harvey Davies,0
Naby Keïta,0
Nathaniel Phillips,0
Jordan Henderson,24
Trent Alexander-Arnold,37
Diogo Jota,2
Luke Chambers,0
Alex Oxlade-Chamberlain,0
James Milner,3
Kostas Tsimikas,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
