,Adrián,Mohamed Salah,Fábio Carvalho,Alisson Becker,Cody Gakpo,Caoimhín Kelleher,Fabinho,Andy Robertson,Joe Gomez,Luis Díaz,Darwin Núñez,Stefan Bajcetic,Curtis Jones,Joël Matip,Virgil van Dijk,Bobby Clark,Arthur,Ben Doak,Roberto Firmino,Harvey Elliott,Ibrahima Konaté,Sepp van den Berg,Calvin Ramsay,Thiago Alcântara,Rhys Williams,Harvey Davies,Naby Keïta,Nathaniel Phillips,Jordan Henderson,Trent Alexander-Arnold,Diogo Jota,Luke Chambers,Alex Oxlade-Chamberlain,James Milner,Kostas Tsimikas,Successful,Unsuccessful,Unsuccessful Pass
Adrián,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohamed Salah,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3
Fábio Carvalho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alisson Becker,0,0,0,0,1,0,1,0,3,0,0,0,2,15,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,8
Cody Gakpo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
Caoimhín Kelleher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabinho,0,1,0,1,0,0,0,5,3,0,3,0,6,3,0,0,0,0,4,0,6,0,0,0,0,0,0,0,4,0,1,0,0,0,2,0,2,6
Andy Robertson,0,0,0,0,1,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6
Joe Gomez,0,5,0,8,1,0,5,0,0,0,2,0,2,1,0,0,0,0,7,0,1,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,1,11
Luis Díaz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darwin Núñez,0,0,0,0,0,0,0,0,2,0,0,0,5,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,2,8
Stefan Bajcetic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curtis Jones,0,0,0,2,0,0,5,2,3,0,4,0,0,7,0,0,0,0,1,0,9,0,0,0,0,0,0,0,4,0,3,0,0,0,10,0,0,5
Joël Matip,0,1,0,8,0,0,4,0,14,0,2,0,3,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,10,0,3,0,0,1,1,0,0,8
Virgil van Dijk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby Clark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arthur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Doak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Firmino,0,0,0,0,0,0,2,0,2,0,5,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,1,4
Harvey Elliott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ibrahima Konaté,0,0,0,10,0,0,6,1,2,0,1,0,11,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,12,0,0,7
