,initial_possession
Reuell Walters,0
Ben White,24
Takehiro Tomiyasu,0
Emile Smith Rowe,0
Martin Ødegaard,14
Granit Xhaka,4
Mohamed Elneny,0
Reiss Nelson,0
Fábio Vieira,4
Karl Hein,0
Oleksandr Zinchenko,0
Thomas Partey,31
Kieran Tierney,13
Marquinhos,0
Nathan Butler-Oyedeji,0
William Saliba,0
Cédric Soares,0
Gabriel Jesus,23
Jorginho,23
Mauro Bandeira,0
Aaron Ramsdale,15
Gabriel Martinelli,0
Leandro Trossard,12
Lino Sousa,0
Bukayo Saka,13
Matt Turner,0
Nicolas Pépé,0
Eddie Nketiah,2
Albert Sambi Lokonga,0
Gabriel Magalhães,50
Jakub Kiwior,21
Rob Holding,0
Matt Smith,0
Ethan Nwaneri,0
Amario Cozier-Duberry,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
