,initial_possession
Jeremy Sarmiento,0
Neal Maupay,0
Alexis Mac Allister,17
James Furlong,0
Levi Colwill,21
Adam Lallana,0
Kaoru Mitoma,20
Pervis Estupiñán,30
Odeluga Offiah,0
Jan Paul van Hecke,0
Ed Turns,0
Adam Webster,14
Solly March,15
Lewis Dunk,32
Moisés Caicedo,19
Andrew Moran,0
Facundo Buonanotte,0
Evan Ferguson,3
Julio Enciso,5
Jason Steele,12
Steven Alzate,0
Leandro Trossard,0
Tom McGill,0
Jack Hinshelwood,0
Pascal Groß,17
Deniz Undav,0
Yasin Ayari,0
Imari Samuels,0
Robert Sánchez,0
Enock Mwepu,0
Billy Gilmour,0
Danny Welbeck,19
Tariq Lamptey,0
Cameron Peupion,0
Joël Veltman,30
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
