,Adrián,Mohamed Salah,Fábio Carvalho,Alisson Becker,Cody Gakpo,Caoimhín Kelleher,Fabinho,Andy Robertson,Joe Gomez,Luis Díaz,Darwin Núñez,Stefan Bajcetic,Curtis Jones,Joël Matip,Virgil van Dijk,Bobby Clark,Arthur,Ben Doak,Roberto Firmino,Harvey Elliott,Ibrahima Konaté,Sepp van den Berg,Calvin Ramsay,Thiago Alcântara,Rhys Williams,Harvey Davies,Naby Keïta,Nathaniel Phillips,Jordan Henderson,Trent Alexander-Arnold,Diogo Jota,Luke Chambers,Alex Oxlade-Chamberlain,James Milner,Kostas Tsimikas,Successful,Unsuccessful,Unsuccessful Pass
Adrián,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohamed Salah,0,0,0,0,1,0,2,2,0,1,0,0,2,4,1,0,0,0,0,0,0,0,0,4,0,0,0,0,7,9,4,0,0,0,0,0,3,7
Fábio Carvalho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alisson Becker,0,0,0,0,1,0,2,2,0,0,1,0,1,7,14,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5,1,0,0,0,0,0,0,11
Cody Gakpo,0,6,0,0,0,0,3,2,0,2,0,0,4,1,4,0,0,0,0,0,0,0,0,2,0,0,0,0,7,2,2,0,0,0,0,1,1,7
Caoimhín Kelleher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabinho,0,1,0,0,6,0,1,17,0,1,0,0,15,4,12,0,0,0,0,0,0,0,0,2,0,0,0,0,3,11,5,0,0,0,0,0,2,7
Andy Robertson,0,1,0,6,3,0,17,0,0,9,2,0,15,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,3,0,0,0,16
Joe Gomez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Díaz,0,2,0,0,2,0,2,5,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,3,0,0,2,3
